UserId,ItemId
3820,1474 1575 2474 358 976 1686 1185 2546 275 1224 458 1325 3220 676 505 1861 2306 393 2946 2977 719 2833 2921 1336 1200 865 2193 2514 3142 1268 1755 2352 2460 2940 2631 2537 1383 1455 3178 770 1240 1203 243 1681 706 1006 2431 1020 3241 2455 
3821,505 1861 358 2885 1325 458 1200 2977 2921 1195 1197 938 856 465 471 1224 2022 1812 2726 3142 490 2537 865 2182 2115 2464 876 706 1868 954 2651 2810 2855 2351 2805 2392 637 2193 644 655 443 598 2499 2937 719 714 275 1185 1938 2811 
3822,2350 3189 856 954 1575 2885 2651 465 1349 655 2217 2786 2182 2022 1268 1797 1781 1731 2470 842 2805 192 2522 1195 2726 2811 405 443 2307 1317 964 2115 39 1966 1680 231 545 598 651 2320 1034 1048 593 1452 1055 2962 471 776 2499 2810 
3823,2652 2308 2044 1591 2325 2147 2006 1292 2398 1040 100 783 2875 1238 62 1010 231 899 292 2710 229 1797 803 2080 1520 2387 1967 186 3257 1975 2545 1289 1147 1268 3175 3218 3059 1365 1770 140 2595 1432 2933 2921 1398 2217 448 1941 366 1446 
3824,2696 2464 2463 1567 2455 1956 1386 231 706 1193 1200 2786 2652 465 2173 828 496 2883 2885 3229 767 2541 865 2176 770 2514 457 2651 1868 2522 166 296 1082 1443 2339 2044 517 2538 1681 987 2472 2444 2875 2024 412 1409 1102 277 2855 702 
3825,2537 1200 3078 3178 2312 18 1386 2030 3229 1868 1889 1800 3022 1023 3181 1956 84 1681 865 2750 639 2885 2823 338 1241 1013 1579 719 3073 767 1812 273 1465 594 1567 1196 329 1112 221 1195 783 2012 226 1637 2359 2602 77 1793 2190 85 
3826,1575 1474 231 319 1224 2431 1054 91 825 2297 2810 2887 1325 2115 405 905 1797 2546 553 25 335 1317 2129 458 613 2474 1383 155 2631 239 2193 2959 2413 3210 2164 876 3194 692 465 1087 2351 1432 1895 1203 2470 2385 2499 1197 1200 2113 
3827,505 346 454 1088 1614 964 593 115 2696 3186 2115 486 954 2455 2551 3241 842 2537 714 2470 275 2986 2163 1975 1681 2320 2976 490 856 1521 2661 2431 1325 751 3220 1200 905 1365 384 1770 1896 2075 100 319 3014 497 1720 334 2217 362 
3828,1722 1106 2022 2351 2541 1956 1922 1498 501 865 1737 1560 3241 1185 266 2649 1371 748 1714 1465 2937 1602 272 2835 1990 1575 1736 251 1237 2957 192 938 2393 505 1681 167 521 2537 255 1289 490 465 1200 2757 181 2841 2933 3087 168 14 
3829,1197 2726 470 2937 1736 1060 2312 2770 2616 2754 255 3148 1741 3209 706 2921 1643 644 1396 1371 2182 596 870 168 865 976 1560 3091 1200 2435 3220 2855 2555 1185 405 192 1071 2875 2649 3233 1137 2533 3090 272 3247 1879 1195 2933 241 2171 
3830,2885 1386 496 2411 945 169 490 1868 697 2592 1020 1331 1348 2470 2369 2111 1082 1956 718 2350 2538 1723 933 706 2428 1046 682 1113 2179 2702 2044 2312 1339 3202 2107 1106 1702 1474 1575 2651 1034 1200 3090 1706 425 2088 71 2786 307 2464 
3831,702 1465 1956 1197 2022 1575 1722 2754 2312 1185 865 1922 275 3148 333 2464 231 3241 2688 2845 2537 505 2435 465 230 2024 1498 241 1770 1474 3118 1200 1195 1071 2940 294 1868 100 494 1046 1193 1470 1741 496 181 1681 987 2299 2652 2463 
3832,1020 1281 422 1430 2088 2002 468 1517 2011 197 1462 1529 2788 2022 1159 2309 2262 2538 1762 2881 1269 1972 465 2702 2855 312 1723 1902 45 2841 470 2677 3182 2571 1340 2750 1818 2972 938 1302 1168 2236 2652 284 1956 654 1212 425 2127 718 
3833,706 3142 1200 1474 1868 2320 1020 1567 1722 719 471 2350 1106 1056 1770 2117 1575 845 3220 783 2878 1386 2946 115 2652 1871 2022 505 1681 443 3186 2966 803 2661 3031 1339 490 454 1239 1455 2688 2283 122 465 2937 2521 2295 2538 1269 2339 
3834,505 987 231 2885 91 1386 1575 2022 2855 2726 938 1474 2841 3142 100 3194 358 2957 2546 954 1325 2431 1197 1054 2350 2470 1975 2959 1117 2031 2937 803 825 1224 1405 471 1268 2262 2320 613 465 1002 239 1154 2875 2351 655 714 2649 1240 
3835,1575 2115 1325 1405 655 2474 1295 719 2022 465 2320 457 243 1455 1156 987 856 1200 335 1755 2350 2805 2652 2664 2977 2470 372 91 458 1812 2464 706 2957 517 1871 1857 1365 3210 2351 1184 2392 702 676 2007 2193 1343 2312 3127 3035 479 
3836,1465 2940 2403 2024 2514 2144 412 1889 702 1193 1835 2039 2022 716 333 1232 2536 2526 1336 2180 1330 2108 2312 2814 1793 2547 2007 2404 898 918 3101 656 291 3013 273 1870 697 2030 1386 2222 3248 3127 2831 1348 1112 3139 88 3229 2622 594 
3837,384 505 2455 1195 1720 1242 1325 92 1119 1614 2921 2115 1765 1005 2006 370 458 613 571 334 2007 1412 842 1680 2193 2795 2444 213 1755 2275 2514 1781 719 441 1853 1185 2638 2291 1182 333 1766 1861 1521 2537 1533 3156 1298 2312 1846 239 
3838,2126 329 2668 1073 3167 1065 2189 2581 178 2650 1107 1491 233 644 3103 992 77 2557 2888 784 3232 2812 2168 2633 1454 1314 2788 192 2749 31 3198 1437 1104 407 3252 2012 2662 750 730 317 338 852 1662 2678 1177 689 2322 1829 427 113 
3839,167 1575 1784 490 2066 783 505 1307 358 275 719 1868 1156 1455 1567 1088 3220 1861 2661 1197 2117 637 319 2474 2455 1812 465 454 2546 1673 1031 231 2464 1154 1681 3041 2299 1443 2537 3049 1034 2645 1268 458 706 2862 1423 117 1324 363 
3840,2652 2470 465 2350 2855 2127 3142 702 2940 910 3158 1348 1430 3003 100 2841 84 1281 2527 1185 1474 1956 1533 3078 863 2002 1260 1302 2537 2309 45 803 639 1942 14 1529 275 2750 307 1818 1336 470 454 988 485 1567 1001 1465 865 468 
3841,457 2537 2464 2547 2024 2222 663 2039 1868 3209 1197 275 1860 938 496 756 18 1193 3127 1575 1875 968 3229 3032 505 898 2013 1295 1034 3109 1786 1405 2299 1681 1455 3026 2180 2622 494 719 706 2823 2034 1156 3022 1134 2403 1756 3071 1474 
3842,1505 728 2320 848 2464 2022 2012 2478 609 695 2371 2222 1193 767 517 165 773 280 1784 2350 1013 2650 1120 2726 68 988 1065 1693 385 1637 1455 663 1579 100 2932 1956 644 2024 465 1443 417 1835 1102 166 1567 1465 1737 2652 1663 1770 
3843,2470 3052 1715 525 2398 2350 2940 1200 2173 2783 471 294 2922 2295 2320 2977 695 2885 783 706 1637 1194 275 2841 2537 1260 728 165 100 1784 1245 485 437 259 501 1575 719 2937 3187 3198 204 1297 1357 1455 2633 697 865 2611 1023 505 
3844,2022 2350 1956 2885 2726 2541 2855 702 2351 1991 470 2652 987 2616 748 1195 1922 1818 1498 266 1737 521 346 3241 2171 1001 2799 3209 964 1612 2111 471 2147 1071 2937 3145 942 1371 1942 1770 2649 1156 2688 2875 1289 868 1602 1443 1242 2754 
3845,505 490 465 471 1195 1861 2661 2022 167 486 2351 2885 865 2527 1474 1868 1020 2855 2455 1770 1812 2845 2977 1185 1197 644 13 1684 275 1521 454 2940 1715 1567 2651 571 331 443 3040 1871 3176 2460 2514 3147 2470 1784 938 2178 2809 358 
3846,486 1295 1422 2664 471 1501 3037 2828 2208 1656 2508 1343 1614 3206 2899 1857 2066 672 847 1734 46 1324 1673 1496 2299 585 505 2928 2384 79 465 3041 1009 1765 2138 1156 939 2661 3040 2573 1803 3176 1298 2574 2282 2514 1116 2022 1715 699 
3847,100 91 1185 987 2875 2957 3142 714 1975 157 803 2428 2649 1117 2874 505 2182 1755 1224 2392 517 954 1964 458 1318 1386 698 2933 1197 2305 702 1797 1269 1567 1183 335 719 3150 2111 2825 3220 1240 2193 876 2211 3059 856 2022 1990 2306 
3848,1784 2810 1013 3181 1135 2472 2039 1812 1352 1800 277 719 1754 2971 1023 1423 167 1875 3008 3147 3246 417 3231 2222 756 1213 457 115 2497 496 1241 1977 2299 2013 1429 783 1369 2072 3187 1681 423 2776 1793 553 2055 590 1949 1386 517 296 
3849,2464 465 2855 2022 1575 2940 1185 865 517 2541 2645 697 1868 255 1386 2320 987 1956 2206 1260 2351 1193 2514 1770 2726 2030 117 275 1949 2805 168 2182 1786 2841 3178 1681 2312 296 814 167 2750 2470 1352 259 1818 2007 1430 1197 471 767 
3850,2351 2541 1237 117 1034 2616 1071 2208 266 46 1156 1498 470 3037 465 2350 1307 2179 2835 1324 1734 1560 1922 1456 1106 2066 1060 515 361 2664 1812 644 2393 1818 3241 363 1396 14 1722 3231 3148 1405 2805 1289 2171 2875 2081 3233 2201 780 
3851,1185 1386 2940 412 273 2022 2024 1336 1681 465 1193 1575 3032 865 1956 1455 2549 1868 719 968 698 2547 1196 767 2007 697 2320 2108 517 230 2514 1200 2179 2312 427 750 2180 1059 1348 898 1722 2726 2190 1799 329 1030 1793 1330 221 226 
3852,2182 734 3150 876 1575 776 651 2810 1941 553 598 1213 829 98 856 954 231 405 938 1325 1475 2417 3134 2225 2651 2115 2811 1362 2320 1804 2726 655 64 243 2193 2316 1085 1873 1432 2352 714 1770 865 465 1137 582 2734 335 755 458 
3853,465 471 2022 2464 1693 697 706 457 3026 2536 1835 2855 2312 1307 2547 2537 3071 1949 2455 1193 2514 3037 1614 1195 1673 167 662 1295 84 2222 2066 2339 1857 1756 2031 2127 3142 1505 2351 117 2706 277 1860 3229 2622 780 3178 1424 486 1465 
3854,1575 333 2940 2312 1386 3229 1336 750 465 2031 2339 1185 2537 2455 496 2651 1949 2299 2841 2022 1034 2885 505 275 1770 1023 706 2039 3142 1200 427 968 770 2855 1417 3013 2527 231 702 2549 2024 259 3032 2547 767 1868 865 2845 2463 294 
3855,1474 938 505 2431 1896 1325 2115 2537 3241 3142 2474 676 1861 1154 2885 1268 1002 1386 1224 1975 465 2022 2887 2631 319 358 1197 825 1054 2392 2841 714 1770 1317 335 2351 2546 2464 2217 905 1812 3210 751 719 2855 1129 275 2297 458 2164 
3856,2957 91 1470 2474 288 2216 2413 692 1224 2866 405 2874 1239 655 1465 1087 2782 181 938 954 1737 1818 2306 255 1183 3059 676 856 479 1203 1804 1686 319 1336 3210 1117 1269 1560 596 2196 719 1797 1200 168 521 1371 2211 512 1240 3087 
3857,45 14 924 910 3084 3003 2885 1602 2962 396 1210 938 465 1145 2807 2022 697 2855 2236 1197 1673 1184 1736 1332 814 2654 2223 1295 2606 1956 296 1324 2602 1307 3068 2066 609 517 1379 1424 1563 457 2750 479 1305 2749 398 1343 589 945 
3858,2428 1973 115 1474 2933 803 91 1964 1797 1371 3064 1770 1991 3059 346 2384 2986 280 1939 1147 2696 2488 2338 1370 523 783 1254 1818 1396 1292 1498 1306 381 1975 3014 288 2413 2585 166 2750 603 2198 1402 2799 738 1714 2688 2302 296 2463 
3859,2464 2940 2514 329 2180 1193 770 1314 3229 18 3123 2645 750 968 1793 2497 2190 2956 2312 1579 812 494 2888 2030 1662 333 2013 1949 2403 2278 1417 1832 1657 273 2885 1185 1351 77 1386 2125 3073 2149 579 689 427 858 2460 1218 2841 1825 
3860,25 2930 2959 1154 2887 1596 91 856 2841 1896 3210 119 825 2811 1002 1861 1054 1224 1474 319 2262 1006 751 2546 2413 3167 2297 2196 2631 1299 1575 1518 2957 1268 1895 602 1129 2285 3241 2316 1821 231 1432 2164 2129 1117 1045 2392 2337 2550 
3861,1423 783 2855 1784 1193 1770 2126 1818 2710 1245 2384 2845 1577 2176 2149 2232 2861 987 957 100 1290 1737 296 2006 521 1755 275 1971 2178 2645 231 2472 3181 2012 2937 1112 18 2537 2750 494 3229 2133 2463 2616 1185 2398 2555 2351 1407 723 
3862,2649 603 2933 650 3014 532 2932 713 140 497 2626 91 720 1292 454 229 1591 2799 2874 2055 2211 1784 1649 1748 280 2718 2819 2251 2945 1386 1991 3213 1263 2058 803 2666 2057 1128 2387 62 900 2338 1714 1404 1419 3059 2080 1706 48 1998 
3863,1868 2537 2022 865 1455 275 698 1770 1386 1185 637 2351 2966 2946 2464 706 856 471 2940 1325 1197 3142 3092 2320 505 2810 1307 609 243 2470 2179 3220 714 655 2024 1268 2222 981 1754 1023 465 1722 2182 2299 2193 1949 2977 335 1871 697 
3864,1224 1896 1975 2887 2841 2546 1045 2930 3210 1054 231 710 825 2652 1895 2305 655 119 2216 714 2164 1088 1405 2297 2474 1518 517 692 676 100 2262 1015 25 2885 337 3243 2022 2217 2344 2089 998 335 465 743 2392 243 458 288 155 358 
3865,697 2986 1001 2384 1770 2470 1185 2855 924 783 2976 1200 2350 1755 2398 3049 2537 2198 485 497 2595 1260 1868 987 471 214 2338 1656 2757 1290 959 45 1218 609 296 968 1402 3236 2035 280 988 1602 2176 14 2039 702 294 975 116 3209 
3866,2320 2182 2022 2810 1770 1386 2470 465 2463 770 2350 1137 2651 2541 1575 1956 2537 100 2937 702 2652 1185 1245 767 1213 405 1784 2855 255 2934 1941 1455 3209 1818 521 1868 3241 719 1102 1800 1060 2499 1269 1443 1722 865 1474 3103 1579 2398 
3867,2937 3059 470 1289 1990 1567 1239 1060 1956 1423 2841 512 521 115 296 2428 3250 2933 2006 255 2874 1371 2883 603 2182 168 2750 532 1133 497 845 2055 814 3233 2551 2994 1770 1197 454 2384 1498 2393 2714 1254 1268 385 2211 2171 2343 381 
3868,2024 1386 1325 384 358 417 2547 2351 2193 2837 714 968 2940 1348 697 706 3078 976 1648 2117 1686 676 1465 3032 2124 655 2007 856 1938 1424 1799 2380 3178 2306 1059 2966 335 3035 3147 1224 584 898 489 3127 1693 2726 2013 2902 3156 1193 
3869,1575 505 1197 1325 2855 2470 465 865 1474 2537 2320 1770 714 2651 706 2977 1156 1185 1268 2217 2115 167 2299 2810 2182 1295 2351 490 275 1868 3037 719 117 1861 2652 2312 2339 3041 1673 2902 2546 655 1348 856 2464 405 277 2514 458 1871 
3870,2537 1106 706 1722 1020 976 2474 2283 1455 231 783 803 3147 505 1195 1056 3124 1156 1197 358 2521 1871 122 2921 2351 192 2466 2662 869 2661 1752 454 384 2845 3049 2428 741 1714 1602 2472 479 1099 490 2551 2883 147 2176 346 1977 1119 
3871,2855 2350 1575 706 1770 1034 1195 938 2127 2977 2384 1567 1200 1197 987 490 48 1818 644 296 1784 471 470 517 2726 2464 3236 505 803 2173 232 186 2976 1871 1193 2359 2351 214 3229 454 1973 275 1156 1942 865 1001 770 1811 307 385 
3872,1260 485 697 1656 307 2645 1194 128 845 2039 2018 968 2940 1001 259 2979 2173 331 3158 865 1020 2783 3159 760 745 863 173 3032 3008 3044 2661 490 2119 275 1756 1657 518 1793 1185 1429 454 639 2747 1348 1195 1662 2547 1466 2190 2832 
3873,471 486 1195 1325 2455 847 1720 334 1871 2902 13 571 2977 1521 358 3241 706 676 2885 1298 2115 3186 2521 593 2921 714 3176 751 458 2685 1496 275 1861 2855 954 2537 2661 2392 2795 865 2178 3142 919 1119 2845 939 3156 2282 856 1672 
3874,847 585 2527 3026 490 457 2380 2809 290 1195 1407 1325 2331 2259 1218 46 2940 1034 865 1242 1765 2437 712 3176 749 1456 443 2172 2312 444 1949 1874 960 2575 2833 3106 2837 1558 2795 2902 334 2007 1307 3139 2206 2392 1298 706 975 3199 
3875,241 1185 2474 3189 2874 1071 2320 230 588 2805 255 288 358 147 876 3100 458 2499 3250 3035 1737 734 1547 2770 1818 2537 2616 2464 1060 2937 521 243 1325 2020 444 3178 166 1455 598 776 1686 553 2128 2470 2343 3220 1029 1939 767 1200 
3876,2022 2320 100 517 1956 2541 803 1348 2875 987 945 1818 702 2649 470 1737 1289 1498 868 1714 3059 1071 521 272 1990 3145 1371 2616 2428 2688 1722 91 1239 2179 596 1046 1465 1060 1602 2964 2111 241 1612 2855 3233 501 1991 532 748 1643 
3877,3241 988 2885 2977 1920 2937 2810 959 115 2350 2428 2962 803 1200 1020 45 2111 987 2726 1973 358 2976 1268 1386 468 1402 272 423 3142 3003 2173 458 2351 2546 2163 1797 2022 1240 1861 954 845 1129 100 497 2533 465 1006 2855 706 1432 
3878,494 2959 231 2514 3184 770 3073 2149 2770 358 1829 2662 745 589 2034 723 92 812 2233 2921 2888 1474 1577 1766 2291 2283 1133 3220 3241 1130 458 968 2668 1832 1938 1575 162 1825 3238 188 505 1689 619 361 1987 741 882 1193 3223 644 
3879,243 629 2887 2089 676 1598 2977 938 1005 3241 1650 2889 876 2362 1895 1405 2306 3243 2406 1200 2305 471 2970 998 2779 1240 2966 3156 2930 2352 358 2638 1828 1861 1088 2959 443 234 2521 2736 613 1450 692 1655 1365 1349 39 119 1597 622 
3880,2811 2977 751 905 1154 1224 231 2887 676 335 1317 2297 91 2970 825 2631 655 1975 319 2262 613 2392 1299 1006 2546 2474 2779 458 1195 155 2089 3142 2129 539 1895 1797 1415 2173 3241 2841 2193 2959 337 2594 2648 2316 1015 471 443 490 
3881,471 486 3241 231 1857 847 2536 749 1720 334 2031 821 3207 938 2885 1290 490 1677 3186 1298 2899 1230 2508 1083 3229 2066 162 1660 2706 1923 1405 1669 46 1605 1501 1619 176 2831 1871 585 1556 1264 299 2455 2627 3184 307 1835 2781 3193 
3882,465 706 2885 505 3142 457 1812 865 1197 2878 830 3147 2537 522 164 333 2007 3176 3031 1871 976 486 1348 443 3041 3220 939 2546 1923 3037 1407 239 1195 1115 2291 2320 676 401 960 2845 1325 783 1722 2034 1755 1200 1765 3209 2039 714 
3883,2024 719 1681 2814 417 3209 2547 698 968 465 1200 2940 656 1956 273 2124 609 221 1754 3181 1793 2108 1232 2514 1755 2602 898 3015 3220 3231 494 2022 2179 3032 584 2013 2525 2818 2833 3110 812 226 3031 716 1397 1405 92 2007 1348 1325 
3884,3178 1185 2144 1429 756 2086 465 3158 2403 412 2117 1949 2107 2497 2013 1063 2108 77 794 307 1260 584 719 2173 2269 2783 2180 1812 2455 2602 1662 3123 1474 2823 812 485 1681 273 2319 2460 3231 1135 1013 1020 750 3044 1134 427 515 2359 
3885,2726 1200 1575 2977 938 1239 865 1106 987 2885 1386 1964 2474 2688 2652 783 2022 275 2163 2957 2006 3142 517 2883 3241 2649 1088 2631 1868 2958 719 2428 988 637 2117 2413 443 1154 2799 1117 2841 2111 2878 706 2147 2616 3014 362 2472 2055 
3886,2088 2633 871 2937 2312 2464 2144 2962 3073 3229 2217 444 1455 1330 1218 1200 2977 122 2190 598 1575 2810 2031 317 1063 2086 1112 2944 1269 1517 1065 1386 3026 1659 2831 3241 706 2885 756 77 2339 2934 1793 2527 2622 2039 1198 3247 830 594 
3887,2549 2622 1889 3178 2007 2403 1198 505 1053 1949 1185 999 2772 1417 706 865 2575 231 275 1835 799 167 702 750 1614 2445 3142 1693 1586 1575 992 273 1325 2458 621 898 401 2547 2928 2174 15 1407 2726 181 1860 1465 1459 3186 1681 939 
3888,1088 2976 3229 3022 2133 1245 3049 2932 3194 2398 288 1129 1357 280 2120 1567 2650 783 100 2472 2478 1811 1695 454 48 2551 2726 31 1907 2875 3237 1336 2423 2463 1203 1591 204 2986 2674 767 166 1128 97 2585 3014 2441 3218 2203 3198 2883 
3889,2537 2312 1386 2022 1200 1455 945 496 275 2320 465 1465 719 2652 584 783 2470 1770 1793 2351 702 3248 1023 2030 1681 2726 1185 898 2179 1956 662 1059 767 2885 1648 18 3178 2944 3231 517 780 637 417 1693 1352 3127 2108 2350 226 2031 
3890,2320 1784 100 2463 1770 2541 2726 2652 2885 454 2750 702 770 767 18 48 987 2006 1185 3229 3073 2875 380 1800 2932 3178 2551 1737 2616 2351 1102 609 2944 280 2108 1060 2359 1352 1575 115 964 2030 1348 2024 2441 780 988 1579 2055 3237 
3891,589 1745 1133 1006 1423 3073 745 2959 124 2555 644 3223 3242 2888 155 2136 233 2812 2668 393 1104 423 3167 1825 358 1651 1909 1355 3241 2371 2189 2751 2474 2631 976 2893 882 1666 2088 2352 2210 2159 619 2861 2921 1829 2217 2322 1224 2149 
3892,296 2888 2182 3130 2384 18 1983 1133 2081 1193 2883 1498 2133 3022 2065 3189 2639 2126 2603 1800 824 2151 280 1213 907 1486 1445 1491 1241 2891 2693 2650 2841 561 2578 991 2946 1423 702 2776 2595 3237 1695 2472 2810 2715 1757 728 1078 1515 
3893,1443 2602 2299 1193 296 496 1424 1185 2541 214 702 1195 167 2537 1693 1305 655 115 2928 2115 1770 2940 15 3078 1567 949 1290 2706 842 2024 1734 2173 2455 372 2997 2921 232 2474 491 361 3182 2483 2208 837 3092 1949 2163 2664 770 3022 
3894,719 1681 1200 1784 3220 358 2845 2971 2661 1567 988 471 2555 3187 490 2455 3040 698 976 2862 869 505 2940 1056 231 2466 465 2464 2726 147 2039 2470 2320 443 1770 1812 2283 1195 2024 3124 1226 2885 2007 454 2312 1057 1715 2295 3008 1871 
3895,92 2283 275 1938 2233 871 598 1909 2217 734 1193 2312 589 1214 2810 2464 3106 3010 3189 2546 2833 188 393 405 3073 1029 2351 2005 968 2088 2537 2323 553 333 2291 2809 3176 865 1531 1085 2942 812 3181 1832 1185 150 2239 594 1774 2837 
3896,2841 1470 1071 14 1722 3241 2688 2431 1045 2171 266 2236 91 3250 1602 865 3233 45 2866 2474 2546 1060 1681 698 2216 2977 238 2435 1185 1318 512 232 959 3078 803 2406 1224 655 181 1336 2749 924 214 3080 396 812 2880 2347 1269 2232 
3897,644 2652 1290 361 2299 2384 517 987 2350 471 1560 192 2351 856 1343 515 2541 814 231 2483 945 1745 2757 1423 1498 2664 2726 609 865 3205 1307 1812 2464 2616 117 1324 2899 2208 3068 2470 272 1800 1722 1396 571 2563 2066 443 702 505 
3898,938 1868 2299 3078 2537 1034 2312 333 1474 2602 275 1193 697 1197 2547 1386 1949 1956 231 1156 719 2940 457 1812 2724 2179 1923 2351 2193 2855 981 465 1200 1455 117 1922 1673 417 2706 266 1539 1241 702 2805 1861 2392 307 505 2031 2470 
3899,637 2971 1722 1958 3031 1113 234 1455 2525 1369 2476 981 2791 1132 3210 2966 1761 676 2957 1012 2997 854 741 1099 1170 1652 1421 2295 332 2283 2845 402 496 428 3147 2070 2504 2299 2306 895 538 1435 1111 1156 1119 2738 3231 1715 2206 2904 
3900,1575 471 3142 2350 3237 2320 1614 231 2902 2652 2651 1770 2463 1784 830 1193 783 2174 770 3079 2921 2339 1720 2022 2006 1197 2173 2885 2940 2380 1681 1520 444 2398 1648 3035 486 2944 1048 2444 2521 3052 1268 593 2307 3186 275 2710 842 2977 
3901,2652 272 1071 1386 741 945 2533 1736 1818 2875 2757 596 2770 2353 1956 91 1494 14 1046 2959 2799 2405 3220 1991 490 1612 1141 2933 1183 3176 2749 1686 1396 381 1879 1465 2825 3073 2962 458 2963 2223 2057 926 2668 1280 521 2179 3091 319 
3902,2885 490 1386 1195 2022 2652 968 2351 1614 1197 1868 2178 2537 275 1407 719 2312 84 2757 2470 2645 865 1290 2464 454 1012 1185 2384 1219 1770 2726 975 1474 2821 496 2795 3229 2997 987 2976 1560 1857 2937 397 1496 988 3241 13 2398 1722 
3903,1268 2217 2810 2193 358 2182 876 3241 1213 2651 1383 2726 598 2499 405 1224 1200 1941 2470 2072 734 553 1325 1755 1686 3150 2392 829 1547 2320 2352 1770 505 677 3142 1804 1938 1029 2977 1137 2128 3220 2380 1087 465 2537 651 275 1432 1386 
3904,2022 1386 2351 706 2541 1956 471 1195 1575 1812 1213 1443 1857 214 232 2602 814 2320 2810 496 2182 988 2841 609 491 2757 697 1185 1755 3189 2035 2463 3181 490 45 346 2198 596 2173 1307 1800 938 3209 924 2339 2651 1241 2299 1369 1474 
3905,856 1317 938 91 1154 714 1325 1224 1054 1686 2164 1299 1200 2631 655 2546 1797 2305 2977 1129 2406 825 1002 337 3150 2889 1386 1197 2866 155 2550 2537 394 465 3241 1895 629 1871 2089 1770 1117 1195 987 836 443 1240 2841 710 2113 3243 
3906,1677 457 842 3186 2928 1424 3071 387 363 1871 2208 3207 2536 3026 277 2115 1536 2350 615 1730 401 837 1015 3182 2339 1054 1891 0 170 703 1931 1851 1156 1616 1317 2174 939 1119 2172 1791 1204 2100 999 3139 110 1720 3127 217 2475 296 
3907,2651 3106 2514 1861 84 968 697 1152 2392 1575 92 1613 2783 2833 496 485 494 2437 2814 1213 1411 2809 1949 573 2128 231 1507 1260 1407 712 2380 2206 1852 734 2526 1309 749 1405 2894 2312 1104 403 897 1218 1874 3107 1497 1618 505 25 
3908,938 2546 2602 231 865 2537 1686 3078 59 358 3041 3220 2024 719 1185 2460 157 1455 1156 1307 2087 698 1681 1305 1673 1197 1539 1200 28 935 2117 2474 589 2115 551 1241 2305 1938 117 1942 2163 2351 2464 1857 1812 1024 1410 2299 2940 465 
3909,275 968 2312 2940 1465 2024 465 1193 697 2007 770 1200 2108 2814 702 1348 417 2455 494 1956 1681 1949 457 2339 2030 3078 1648 117 2180 1059 3031 1474 1092 2179 1693 412 84 2885 3127 2547 663 1860 767 706 1835 2034 471 716 3139 3176 
3910,2022 1386 2885 2351 1193 2312 1465 2470 465 702 1348 2350 2320 1200 1197 517 2179 1770 2541 2537 294 1956 275 1268 1949 2726 1185 3178 496 2514 1023 2810 1034 1195 3181 2299 1237 2754 865 2855 521 3241 609 1307 2805 719 1800 2937 697 266 
3911,2726 3142 865 2350 1474 1386 1185 2885 1443 1567 1575 2541 1770 2339 2351 698 1195 2117 1295 3241 1956 2651 1871 231 2902 2182 1800 2006 988 2750 2966 644 457 1156 2312 3147 501 783 2007 443 2464 2937 2652 2688 1307 1020 609 1269 1812 976 
3912,3241 231 3145 1336 588 3087 2445 987 2977 706 230 2541 3142 2937 128 1348 2343 1531 470 1106 192 1991 1430 402 512 3091 3156 714 2320 745 1020 863 2088 1614 2455 2428 3148 1071 2444 3176 3090 1942 1060 1737 1242 2678 358 0 2805 91 
3913,1197 2351 987 938 589 2977 2855 1386 2652 644 1575 1857 1942 1736 2022 296 231 2841 745 706 1006 1156 2173 479 2541 1343 1423 465 517 331 1818 1295 2959 3073 1020 3220 1046 2455 162 3209 2616 1443 2088 814 2312 277 363 2474 2066 1956 
3914,275 2312 865 2514 471 1193 2024 231 2291 2031 443 490 1185 847 968 988 1200 1812 1770 1386 2706 2902 2022 2885 2455 1720 1556 1614 1348 2351 1023 3220 3127 496 18 1949 1119 2944 3178 384 2977 1405 3041 458 402 465 1896 1681 856 2536 
3915,1784 2472 2883 48 1964 3049 280 2320 3014 1567 346 2696 1154 3064 1936 2338 2308 2862 1239 1973 1975 3124 1864 820 1977 2958 2350 869 964 2555 319 147 275 2986 1837 2466 1770 358 1871 2006 1147 100 2631 2152 62 1520 1185 497 3257 1032 
3916,1818 2350 2470 2652 1071 2616 2964 3241 596 1348 2182 272 2179 2649 3059 405 501 1560 1465 1643 1602 1474 1137 168 1396 241 1714 465 2217 2754 2933 3091 3233 266 2855 1922 748 2236 1861 1879 1200 1770 1195 2957 490 3148 1575 2428 870 3130 
3917,1386 1956 2885 2541 845 1922 945 128 2855 2754 1722 706 84 1336 230 331 987 863 2940 241 2039 2977 1020 2470 2350 1560 1818 485 307 2435 2086 255 2616 1575 505 655 14 465 1470 3032 1498 3250 2464 2688 3142 333 2088 1063 1106 1198 
3918,1956 517 91 3142 2855 2470 3209 1575 2431 2537 192 2616 2312 2413 2460 2173 491 1737 1045 1868 2602 471 2631 2546 2550 1339 3103 490 2957 496 505 942 2652 1154 1470 2866 1818 1106 2474 380 2384 3229 443 1964 1268 770 1832 1245 1135 2212 
3919,1455 637 780 2738 2030 573 783 3031 167 1034 2997 515 1116 465 1156 2645 1684 3231 1295 1664 981 1861 2464 1307 1803 428 3040 2460 2022 1615 976 2193 1673 117 491 1681 862 2070 2066 1213 2312 2845 1715 3041 3037 1761 762 46 1892 2380 
